image_id,file_name
73,COCO_val2014_000000000073.jpg
136,COCO_val2014_000000000136.jpg
283,COCO_val2014_000000000283.jpg
397,COCO_val2014_000000000397.jpg
599,COCO_val2014_000000000599.jpg
715,COCO_val2014_000000000715.jpg
785,COCO_val2014_000000000785.jpg
923,COCO_val2014_000000000923.jpg
985,COCO_val2014_000000000985.jpg
1089,COCO_val2014_000000001089.jpg
1146,COCO_val2014_000000001146.jpg
1268,COCO_val2014_000000001268.jpg
1404,COCO_val2014_000000001404.jpg
1503,COCO_val2014_000000001503.jpg
1599,COCO_val2014_000000001599.jpg
1818,COCO_val2014_000000001818.jpg
2302,COCO_val2014_000000002302.jpg
2621,COCO_val2014_000000002621.jpg
2890,COCO_val2014_000000002890.jpg
3001,COCO_val2014_000000003001.jpg
3014,COCO_val2014_000000003014.jpg
3580,COCO_val2014_000000003580.jpg
3661,COCO_val2014_000000003661.jpg
3690,COCO_val2014_000000003690.jpg
3779,COCO_val2014_000000003779.jpg
3786,COCO_val2014_000000003786.jpg
3793,COCO_val2014_000000003793.jpg
3837,COCO_val2014_000000003837.jpg
3926,COCO_val2014_000000003926.jpg
3932,COCO_val2014_000000003932.jpg
3939,COCO_val2014_000000003939.jpg
3947,COCO_val2014_000000003947.jpg
4283,COCO_val2014_000000004283.jpg
4338,COCO_val2014_000000004338.jpg
4375,COCO_val2014_000000004375.jpg
4386,COCO_val2014_000000004386.jpg
4395,COCO_val2014_000000004395.jpg
4438,COCO_val2014_000000004438.jpg
4495,COCO_val2014_000000004495.jpg
4554,COCO_val2014_000000004554.jpg
4576,COCO_val2014_000000004576.jpg
4731,COCO_val2014_000000004731.jpg
4916,COCO_val2014_000000004916.jpg
4936,COCO_val2014_000000004936.jpg
4972,COCO_val2014_000000004972.jpg
5064,COCO_val2014_000000005064.jpg
5328,COCO_val2014_000000005328.jpg
5385,COCO_val2014_000000005385.jpg
5477,COCO_val2014_000000005477.jpg
5595,COCO_val2014_000000005595.jpg
5601,COCO_val2014_000000005601.jpg
5713,COCO_val2014_000000005713.jpg
6028,COCO_val2014_000000006028.jpg
6033,COCO_val2014_000000006033.jpg
6040,COCO_val2014_000000006040.jpg
6213,COCO_val2014_000000006213.jpg
6266,COCO_val2014_000000006266.jpg
6417,COCO_val2014_000000006417.jpg
6580,COCO_val2014_000000006580.jpg
6673,COCO_val2014_000000006673.jpg
6719,COCO_val2014_000000006719.jpg
6720,COCO_val2014_000000006720.jpg
6723,COCO_val2014_000000006723.jpg
6783,COCO_val2014_000000006783.jpg
6845,COCO_val2014_000000006845.jpg
6847,COCO_val2014_000000006847.jpg
6861,COCO_val2014_000000006861.jpg
6949,COCO_val2014_000000006949.jpg
7107,COCO_val2014_000000007107.jpg
7108,COCO_val2014_000000007108.jpg
7125,COCO_val2014_000000007125.jpg
7202,COCO_val2014_000000007202.jpg
7241,COCO_val2014_000000007241.jpg
7278,COCO_val2014_000000007278.jpg
7325,COCO_val2014_000000007325.jpg
7511,COCO_val2014_000000007511.jpg
7789,COCO_val2014_000000007789.jpg
7991,COCO_val2014_000000007991.jpg
8010,COCO_val2014_000000008010.jpg
8119,COCO_val2014_000000008119.jpg
8204,COCO_val2014_000000008204.jpg
8211,COCO_val2014_000000008211.jpg
8401,COCO_val2014_000000008401.jpg
8445,COCO_val2014_000000008445.jpg
8599,COCO_val2014_000000008599.jpg
8603,COCO_val2014_000000008603.jpg
8708,COCO_val2014_000000008708.jpg
8721,COCO_val2014_000000008721.jpg
8771,COCO_val2014_000000008771.jpg
8775,COCO_val2014_000000008775.jpg
8876,COCO_val2014_000000008876.jpg
9156,COCO_val2014_000000009156.jpg
9217,COCO_val2014_000000009217.jpg
9262,COCO_val2014_000000009262.jpg
9572,COCO_val2014_000000009572.jpg
9590,COCO_val2014_000000009590.jpg
9668,COCO_val2014_000000009668.jpg
9857,COCO_val2014_000000009857.jpg
10008,COCO_val2014_000000010008.jpg
10012,COCO_val2014_000000010012.jpg
10149,COCO_val2014_000000010149.jpg
10192,COCO_val2014_000000010192.jpg
10217,COCO_val2014_000000010217.jpg
10290,COCO_val2014_000000010290.jpg
10393,COCO_val2014_000000010393.jpg
10400,COCO_val2014_000000010400.jpg
10526,COCO_val2014_000000010526.jpg
10822,COCO_val2014_000000010822.jpg
10858,COCO_val2014_000000010858.jpg
10935,COCO_val2014_000000010935.jpg
11122,COCO_val2014_000000011122.jpg
11198,COCO_val2014_000000011198.jpg
11347,COCO_val2014_000000011347.jpg
11625,COCO_val2014_000000011625.jpg
11796,COCO_val2014_000000011796.jpg
11813,COCO_val2014_000000011813.jpg
12081,COCO_val2014_000000012081.jpg
12120,COCO_val2014_000000012120.jpg
12179,COCO_val2014_000000012179.jpg
12413,COCO_val2014_000000012413.jpg
12471,COCO_val2014_000000012471.jpg
12576,COCO_val2014_000000012576.jpg
12700,COCO_val2014_000000012700.jpg
12887,COCO_val2014_000000012887.jpg
12947,COCO_val2014_000000012947.jpg
13061,COCO_val2014_000000013061.jpg
13081,COCO_val2014_000000013081.jpg
13127,COCO_val2014_000000013127.jpg
13201,COCO_val2014_000000013201.jpg
13296,COCO_val2014_000000013296.jpg
13348,COCO_val2014_000000013348.jpg
13465,COCO_val2014_000000013465.jpg
13550,COCO_val2014_000000013550.jpg
13632,COCO_val2014_000000013632.jpg
13729,COCO_val2014_000000013729.jpg
13892,COCO_val2014_000000013892.jpg
13923,COCO_val2014_000000013923.jpg
13991,COCO_val2014_000000013991.jpg
14041,COCO_val2014_000000014041.jpg
14248,COCO_val2014_000000014248.jpg
14352,COCO_val2014_000000014352.jpg
14526,COCO_val2014_000000014526.jpg
14635,COCO_val2014_000000014635.jpg
14681,COCO_val2014_000000014681.jpg
14821,COCO_val2014_000000014821.jpg
14845,COCO_val2014_000000014845.jpg
14880,COCO_val2014_000000014880.jpg
14940,COCO_val2014_000000014940.jpg
15157,COCO_val2014_000000015157.jpg
15267,COCO_val2014_000000015267.jpg
15272,COCO_val2014_000000015272.jpg
15528,COCO_val2014_000000015528.jpg
15690,COCO_val2014_000000015690.jpg
15709,COCO_val2014_000000015709.jpg
15725,COCO_val2014_000000015725.jpg
15751,COCO_val2014_000000015751.jpg
15850,COCO_val2014_000000015850.jpg
15954,COCO_val2014_000000015954.jpg
15968,COCO_val2014_000000015968.jpg
16010,COCO_val2014_000000016010.jpg
16161,COCO_val2014_000000016161.jpg
16308,COCO_val2014_000000016308.jpg
16377,COCO_val2014_000000016377.jpg
16439,COCO_val2014_000000016439.jpg
16546,COCO_val2014_000000016546.jpg
16599,COCO_val2014_000000016599.jpg
16744,COCO_val2014_000000016744.jpg
16848,COCO_val2014_000000016848.jpg
